Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
4507,So were done then!,Rachel,anger,459,3,5,22,"0:07:18,062","0:07:18,774",q,3
4508,"Almost! But first, we gotta start.",Dr. Miller,neutral,459,4,5,22,"0:07:18,774","0:07:21,242",ans,4
4510,This is a glaucoma test.,Dr. Miller,neutral,459,5,5,22,"0:07:21,524","0:07:22,906",s,5
4511,Uh-huh.,Rachel,neutral,459,6,5,22,"0:07:22,906","0:07:23,468",b,6
4512,Sit down.,Dr. Miller,neutral,459,7,5,22,"0:07:23,468","0:07:24,656",c,7
4513,Okay.,Rachel,neutral,459,8,5,22,"00:07:24,735","00:07:26,695",ag,8
4514,"But your chin here. Now, you'll feel a small puff of air in each eye.",Dr. Miller,neutral,459,9,5,22,"00:07:28,698","00:07:31,491",s,9
4515,What?!,Rachel,surprise,459,10,5,22,"00:07:31,659","00:07:33,326",q,10
4516,"A small puff of air, now come on!",Monica,anger,459,11,5,22,"00:07:33,953","00:07:37,080",s,11
4537,Hi!,Rachel,joy,463,0,7,11,"00:04:57,297","00:04:58,297",g,0
4538,Another cheesecake came! They delivered it to the wrong address again!,Chandler,anger,463,1,7,11,"00:04:59,882","00:05:02,134",s,1
4539,"So just bring it back downstairs, what's the problem?",Rachel,neutral,463,2,7,11,"00:05:03,136","00:05:05,971",q,2
4540,I can't seem to say goodbye.,Chandler,sadness,463,3,7,11,"00:05:06,139","00:05:08,598",ans,3
4541,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",Rachel,surprise,463,4,7,11,"00:05:08,766","00:05:13,228",q,4
4542,Well I've forgotten what it tastes like okay?!,Chandler,anger,463,5,7,11,"00:05:13,396","00:05:16,106",ans,5
4543,It was cheesecake.,Rachel,neutral,463,6,7,11,"0:05:16,274","0:05:17,985",s,6
4544,It was fine.,Rachel,neutral,463,7,7,11,"0:05:17,985","0:05:19,302",s,7
4545,"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling Wow!",Rachel,surprise,463,8,7,11,"00:05:19,402","00:05:30,370",s,8
4546,My whole mouth just filled with saliva!,Rachel,joy,463,9,7,11,"00:05:32,665","00:05:35,876",s,9
4547,Y'know what? Forget it!,Chandler,anger,463,10,7,11,"00:05:36,044","00:05:39,129",s,10
4548,Yeah and we'll drop it off downstairs so that we're not tempted.,Rachel,neutral,463,11,7,11,"00:05:45,762","00:05:47,888",oth,11
4578,Man. Can you believe he's only had sex with one woman?,Joey,surprise,466,0,1,4,"00:19:56,904","00:20:01,991",q,0
4579,"I think it's great. Y'know, it's sweet, it's romantic...",Chandler,joy,466,1,1,4,"00:20:02,868","00:20:09,040",ans,1
4580,Really?,Joey,surprise,466,2,1,4,"00:20:09,958","00:20:11,083",q,2
4581,"No, you kidding? The guy's a freak..",Chandler,disgust,466,3,1,4,"00:20:11,251","00:20:14,420",ans,3
4582,"Hey, buddy.",Both,neutral,466,4,1,4,"00:20:14,588","00:20:15,880",g,4
4584,"Oh, that's attractive.",Receptionist,neutral,466,5,1,4,"00:20:20,427","00:20:23,554",o,5
4585,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",Chandler,joy,466,6,1,4,"00:20:25,641","00:20:34,398",o,6
4586,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross,disgust,466,7,1,4,"00:20:34,566","00:20:39,904",q,7
4587,"Oh, ah- the kid has it.",Joey,neutral,466,8,1,4,"00:20:40,072","00:20:42,865",ans,8
4588,"The kid...? Excuse me, uh, that's, that's my puck.",Ross,anger,466,9,1,4,"00:20:43,700","00:20:46,786",s,9
4589,"You gotta do it, man.",Chandler,neutral,466,10,1,4,"00:20:54,044","00:20:56,087",c,10
4590,"Oh yeah? Well, I'm rubber, you're glue, whatevercan't do it. Listen, uh- gimme back my puck.",Ross,anger,466,11,1,4,"00:20:57,089","00:21:05,513",o,11
4626,Phoebe! Rachel! It's Monica! I wonder what you could possibly need me for on such short notice! Oh.,Monica,joy,474,0,7,19,"00:18:55,175","00:19:01,806",s,0
4627,"Oh Monica, we are so sorry.",Rachel,sadness,474,1,7,19,"00:19:05,060","00:19:10,273",ap,1
4628,For what?,Monica,joy,474,2,7,19,"00:19:06,478","00:19:10,273",q,2
4629,"Well first, for forgetting to throw you a bridal shower.",Rachel,sadness,474,3,7,19,"00:19:10,440","00:19:14,318",ans,3
4630,And then for forgetting to invite you to it.,Phoebe,neutral,474,4,7,19,"00:19:14,486","00:19:16,946",s,4
4631,You al-you already had it?,Monica,surprise,474,5,7,19,"00:19:19,366","00:19:20,867",q,5
4633,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",Phoebe,neutral,474,6,7,19,"00:19:21,034","00:19:27,915",ans,6
4634,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don't have either.",Rachel,sadness,474,7,7,19,"00:19:28,750","00:19:35,173",s,7
4635,We ruined everything.,Phoebe,sadness,474,8,7,19,"0:19:35,340","0:19:36,562",s,8
4636,Ugh,Rachel,sadness,474,9,7,19,"0:19:36,562","0:19:36,856",b,9
4637,"Well no, wait a minute, that's not true!",Monica,sadness,474,10,7,19,"0:19:36,967","0:19:38,844",dag,10
4638,"No, what did, that was really sweet.",Monica,joy,474,11,7,19,"0:19:38,844","0:19:41,868",o,11
4663,"Sorry I ah, I scared you in there.",Ross,sadness,476,0,3,20,"00:19:07,312","00:19:09,438",ap,0
4664,"Oh, that's okay. By the way, I was just checking the shower massager.",Monica,neutral,476,1,3,20,"00:19:09,606","00:19:16,612",s,1
4665,Yeah.,Ross,neutral,476,2,3,20,"00:19:16,780","00:19:17,947",ag,2
4666,Hey!,Phoebe,surprise,476,3,3,20,"00:19:19,575","00:19:21,033",g,3
4667,I tried to reach you at work. There's....been a fire.,Monica,sadness,476,4,3,20,"00:19:21,201","00:19:25,538",s,4
4668,What?! Oh my... Oh my God!! What happened?!,Phoebe,surprise,476,5,3,20,"00:19:25,706","00:19:28,624",q,5
4669,"Well, we believe it originated here. In the Aroma Room.",Ross,neutral,476,6,3,20,"00:19:31,378","00:19:38,050",ans,6
4670,All right. Did everyone get out okay?,Phoebe,fear,476,7,3,20,"00:19:38,719","00:19:40,720",q,7
4671,"Well, the giraffe's okay. And so is the pirate.",Monica,neutral,476,8,3,20,"00:19:40,888","00:19:44,557",ans,8
4672,Ohh. What is this?,Phoebe,surprise,476,9,3,20,"00:19:44,725","00:19:46,559",q,9
4673,"No Phoebe, don't look! You don't want to see what's under there!!",Ross,fear,476,10,3,20,"00:19:46,727","00:19:48,769",ans,10
4674,"Ohh, the-the Foster puppets!",Phoebe,sadness,476,11,3,20,"00:19:51,773","00:19:53,733",s,11
4676,Hey! How long until Pete's fight?,Ross,neutral,477,0,3,24,"00:14:00,881","00:14:03,758",q,0
4677,"Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",Monica,neutral,477,1,3,24,"00:14:00,881","00:14:10,056",ans,1
4678,Hot dog?,Ross,neutral,477,2,3,24,"00:14:10,224","00:14:13,601",q,2
4679,"Four, please. I'm really nervous. Thank you.",Monica,fear,477,3,3,24,"00:14:14,186","00:14:17,772",ans,3
4680,"So Ross, how umm, how did it go with Bonnie?",Phoebe,neutral,477,4,3,24,"00:14:20,067","00:14:23,194",q,4
4683,"I gotta tell you, I-I wasn't expecting to like her at all, I mean I actually wasn't expecting to like anyone right now, but she's really terrific.",Ross,joy,477,5,3,24,"00:14:23,445","00:14:33,079",ans,5
4684,"Ohh, that's too bad!",Phoebe,sadness,477,6,3,24,"00:14:33,247","00:14:34,289",o,6
4685,"No, I-I'm saying I liked her.",Ross,joy,477,7,3,24,"00:14:36,750","00:14:39,168",dag,7
4686,"Yeah, y'know what, there are other fish in the sea.",Phoebe,neutral,477,8,3,24,"00:14:39,420","00:14:41,296",s,8
4687,"Pheebs, I think she's great. Okay? We're going out again.",Ross,joy,477,9,3,24,"00:14:42,548","00:14:45,800",o,9
4688,"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,477,10,3,24,"00:14:46,427","00:14:49,637",q,10
4689,Hey! Which one's my turkey burger?,Chandler,neutral,477,11,3,24,"00:14:51,473","00:14:53,474",q,11
4735,You wanna fool around with Joey?,Monica,surprise,481,0,9,20,"0:01:58,856","0:02:00,328",q,0
4736,Yeah!,Rachel,joy,481,1,9,20,"0:02:00,328","0:02:00,777",ans,1
4737,"You know, ever since I had that dream about him, and can't get it out of my head!",Rachel,joy,481,2,9,20,"00:02:00,900","00:02:04,445",s,2
4738,"And what's the big deal, people do it all the time!",Rachel,surprise,481,3,9,20,"00:02:04,612","00:02:07,240",s,3
4739,Who? Who do you know that are friends that just fool around?,Monica,surprise,481,4,9,20,"00:02:07,407","00:02:10,076",q,4
4740,"Ok, off the top of my head... Don and Janet.",Rachel,neutral,481,5,9,20,"00:02:10,243","00:02:14,497",ans,5
4741,"Who, who are they?",Monica,neutral,481,6,9,20,"0:02:14,664","0:02:15,376",q,6
4742,I know them from work.,Rachel,neutral,481,7,9,20,"0:02:15,376","0:02:17,396",ans,7
4743,Both of them?,Monica,surprise,481,8,9,20,"0:02:18,001","0:02:18,763",q,8
4744,"No, one of them...",Rachel,neutral,481,9,9,20,"0:02:18,763","0:02:20,349",ans,9
4745,Which one?,Monica,neutral,481,10,9,20,"00:02:20,461","00:02:22,255",q,10
4746,"I don't know, what were the names I just said?",Rachel,neutral,481,11,9,20,"00:02:22,672","00:02:25,341",ans,11
4750,Oh my God! How did you get back here?!,Phoebe,surprise,482,0,7,12,"00:18:01,830","00:18:05,583",q,0
4751,"Fire alarm? Oh! Hi, officerfireman, can-can I help you?",Phoebe,surprise,482,1,7,12,"0:18:09,922","0:18:20,850",q,1
4752,We found your fire alarm in the trash chute.,The Fireman,anger,482,2,7,12,"0:18:20,850","0:18:22,910",s,2
4753,That's not mine.,Phoebe,neutral,482,3,7,12,"0:18:23,185","0:18:24,067",s,3
4754,Yes it is.,The Fireman,neutral,482,4,7,12,"0:18:24,067","0:18:24,999",dag,4
4755,How do you know?,Phoebe,fear,482,5,7,12,"00:18:25,104","00:18:26,104",q,5
4756,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",The Fireman,disgust,482,6,7,12,"00:18:29,483","00:18:32,401",ans,6
4757,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",Phoebe,anger,482,7,7,12,"00:18:33,403","00:18:38,783",q,7
4758,"Please reattach this, it's against the law to disconnect them.",The Fireman,neutral,482,8,7,12,"00:18:39,910","00:18:42,912",c,8
4759,Fine! But please God.. tell me how to stop them from going off!,Phoebe,anger,482,9,7,12,"00:18:43,122","00:18:47,208",q,9
4760,There's a reset button under the plastic cover.,The Fireman,neutral,482,10,7,12,"00:18:49,211","00:18:52,839",ans,10
4761,There's a reset button?!,Phoebe,surprise,482,11,7,12,"00:18:53,048","00:18:55,925",q,11
4791,Hey.,Chandler,neutral,486,0,6,4,"00:06:13,164","00:06:14,289",g,0
4792,Hey! Any good mail?,Joey,neutral,486,1,6,4,"00:06:14,457","00:06:15,916",q,1
4793,"Yes, you got something from the Screen Actor's Guild.",Chandler,neutral,486,2,6,4,"00:06:16,084","00:06:18,293",ans,2
4794,"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",Joey,neutral,486,3,6,4,"00:06:18,461","00:06:22,422",q,3
4795,"""Benefits lapsed.""",Chandler,neutral,486,4,6,4,"00:06:24,008","00:06:27,219",s,4
4796,Hmm that's weird. I don't remember being in a move called benefits lapsed.,Joey,neutral,486,5,6,4,"00:06:24,008","00:06:30,430",s,5
4797,"Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.",Chandler,neutral,486,6,6,4,"00:06:31,057","00:06:38,563",s,6
4798,Let me see that!,Joey,surprise,486,7,6,4,"00:06:36,020","00:06:38,563",oth,7
4799,All right.,Chandler,neutral,486,8,6,4,"00:06:38,731","00:06:40,107",a,8
4800,"Oh, I can't believe this!",Joey,surprise,486,9,6,4,"00:06:40,274","00:06:42,734",o,9
4801,This sucks!,Joey,anger,486,10,6,4,"00:06:42,902","00:06:44,653",o,10
4802,"When I had insurance I could get hit by a bus or catch on fire, y'know?",Joey,fear,486,11,6,4,"00:06:45,238","00:06:50,158",s,11
4831,Oh my God! Oh my God!!,Rachel,sadness,493,0,6,23,"00:09:36,325","00:09:38,785",oth,0
4832,Still crying?,Monica,surprise,493,1,6,23,"0:09:39,787","0:09:40,747",q,1
4833,Like a,Rachel,neutral,493,2,6,23,"0:09:40,747","0:09:42,899",s,2
4834,"Y'know, I only know of two surefire ways to shut a man up. And one of them is sex.",Monica,neutral,493,3,6,23,"00:09:56,804","00:10:01,182",s,3
4835,What's the other one?,Rachel,neutral,493,4,6,23,"00:10:01,809","00:10:03,059",q,4
4836,"I don't know, I've never had to use the other one.",Monica,neutral,493,5,6,23,"00:10:01,809","00:10:04,811",ans,5
4837,"I'm just saying y'know, if we're having sex, he's not gonna be talking.",Monica,neutral,493,6,6,23,"00:10:05,938","00:10:09,149",s,6
4838,Oh that's right.,Rachel,joy,493,7,6,23,"0:10:09,317","0:10:10,409",ag,7
4839,You're the talker.,Rachel,neutral,493,8,6,23,"0:10:10,409","0:10:12,049",s,8
4840,"Anyway uh, great idea!",Rachel,joy,493,9,6,23,"00:10:15,906","00:10:17,866",o,9
4841,"Umm, I gotta go to the store; I told him that I would buy him some more tissues.",Rachel,neutral,493,10,6,23,"00:10:18,034","00:10:21,369",s,10
4842,"Oh, we have some",Monica,neutral,493,11,6,23,"0:10:21,537","0:10:22,372",s,11
4919,What did you just say?,Monica,surprise,503,0,5,24,"00:11:51,168","00:11:52,460",q,0
4920,You roll another hard eight and we get married here tonight.,Chandler,joy,503,1,5,24,"00:11:52,837","00:11:55,714",ans,1
4921,Are you serious?!,Monica,surprise,503,2,5,24,"0:11:56,716","0:11:57,968",q,2
4922,Yes! I love you! I've never loved anybody as much as I love you.,Chandler,joy,503,3,5,24,"0:11:57,968","0:11:59,735",ans,3
4923,I've never loved anybody as much as I love you.,Monica,joy,503,4,5,24,"00:11:59,885","00:12:05,974",s,4
4924,"Okay, so if an eight comes up, we take it as a sign and we do it!",Chandler,joy,503,5,5,24,"00:12:06,434","00:12:10,228",oth,5
4929,What do you say?,Chandler,neutral,503,6,5,24,"00:12:10,479","00:12:12,522",q,6
4930,Okay!,Monica,joy,503,7,5,24,"0:12:12,732","0:12:13,483",ag,7
4931,Okay! Come on! Let's go! All right!,Chandler,joy,503,8,5,24,"0:12:13,483","0:12:14,011",c,8
4932,Okay! That's a four! And where-where's the other one?,Chandler,anger,503,9,5,24,"00:12:20,114","00:12:23,199",q,9
4933,It went under the table.,Drunken Gambler,neutral,503,10,5,24,"00:12:23,409","00:12:26,619",ans,10
4934,"Nobody move! Okay, you look that way; I'll look this way!",Monica,anger,503,11,5,24,"00:12:26,871","00:12:29,414",c,11
4970,"Look, look, there's got to be a way we can work past this.",Ross,sadness,506,0,3,16,"00:20:44,368","00:20:47,411",s,0
4971,"Okay, I can't imagine, I can't imagine my life without you.",Ross,fear,506,1,3,16,"00:20:47,579","00:20:50,581",s,1
4972,"Without, without these arms, and your face, and this heart.",Ross,sadness,506,2,3,16,"00:20:50,749","00:20:59,715",s,2
4973,"Your good heart Rach, and, and....",Ross,sadness,506,3,3,16,"00:20:59,883","00:21:02,009",s,3
4974,No.,Rachel,neutral,506,4,3,16,"00:21:06,515","00:21:07,932",dag,4
4975,"I can't, you're a totally different person to me now.",Rachel,sadness,506,5,3,16,"00:21:08,684","00:21:11,852",dag,5
4976,"I used to think of you as somebody that would never, ever hurt me, ever.",Rachel,sadness,506,6,3,16,"00:21:12,521","00:21:17,692",s,6
4977,"God, and now I just can't stop picturing with her, I can't, it doesn't matter what you say, or what you do, Ross.",Rachel,sadness,506,7,3,16,"00:21:20,654","00:21:26,867",s,7
4978,"It's just changed, everything.",Rachel,sadness,506,8,3,16,"00:21:27,035","00:21:29,662",s,8
4979,Forever.,Rachel,sadness,506,9,3,16,"00:21:32,124","00:21:33,749",s,9
4980,"Yeah, but this can't be it, I mean.",Ross,sadness,506,10,3,16,"00:21:44,720","00:21:46,220",dag,10
4981,Then how come it is?,Rachel,sadness,506,11,3,16,"00:21:51,601","00:21:53,769",q,11
5000,Ross!,Joey,anger,508,0,5,18,"00:16:23,565","00:16:24,983",g,0
5002,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,508,2,5,18,"00:16:31,782","00:16:33,908",oth,1
5003,Hi!,Joey,joy,508,3,5,18,"00:16:38,122","00:16:39,956",g,2
5004,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,508,4,5,18,"00:16:40,124","00:16:43,501",o,3
5005,Uh-oh.,Joey,fear,508,5,5,18,"0:16:44,878","0:16:45,546",b,4
5006,Is there a problem?,The Casting Director,neutral,508,6,5,18,"0:16:45,546","0:16:47,018",q,5
5007,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,508,7,5,18,"00:16:47,131","00:16:50,925",ans,6
5008,"But that's okay, no problem.",Joey,neutral,508,8,5,18,"0:16:51,552","0:16:53,114",ag,7
5009,No problem.,Joey,neutral,508,9,5,18,"0:16:53,114","0:16:53,686",ag,8
5010,"Hmm, noodle soup.",Joey,neutral,508,10,5,18,"00:16:53,804","00:16:56,014",oth,9
5011,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,508,11,5,18,"00:16:56,181","00:16:59,559",s,10
5012,"Oh, what did I say?",Joey,surprise,508,12,5,18,"0:16:59,727","0:17:00,859",q,11
5023,Okay. Just give us a second. Ross!,Rachel,neutral,509,0,8,23,"00:01:10,934","00:01:14,687",c,0
5024,Yeah?,Ross,neutral,509,1,8,23,"00:01:16,064","00:01:17,065",ag,1
5025,Give her some money.,Rachel,neutral,509,2,8,23,"0:01:17,232","0:01:18,454",oth,2
5026,I really think they're out of rooms.,Ross,neutral,509,3,8,23,"0:01:18,454","0:01:21,670",o,3
5027,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,509,4,8,23,"00:01:21,819","00:01:26,616",q,4
5028,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,509,5,8,23,"00:01:26,866","00:01:29,994",ans,5
5029,Okay.,Ross,neutral,509,6,8,23,"00:01:32,413","00:01:33,915",ag,6
5030,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have opened up?",Ross,neutral,509,7,8,23,"00:01:34,582","00:01:45,760",q,7
5031,This is a hospital.,Nurse,neutral,509,8,8,23,"00:01:43,758","00:01:45,760",ans,8
5033,Y'know what?,Rachel,neutral,509,9,8,23,"0:01:45,969","0:01:46,861",q,9
5034,I'd have to say I really don't care for your tone.,Rachel,anger,509,10,8,23,"0:01:46,861","0:01:49,490",s,10
5035,And this is not the only hospital in this city and we have no problem toWhoa!,Rachel,anger,509,11,8,23,"00:01:49,597","00:01:55,478",s,11
5169,Hey.,Phoebe,neutral,524,0,3,10,"00:07:23,985","00:07:25,485",g,0
5170,"Hey. What, what are you doing here?",Joey,surprise,524,1,3,10,"00:07:25,653","00:07:27,988",q,1
5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,524,2,3,10,"00:07:28,156","00:07:34,578",ans,2
5172,"Yeah, oh, but oh...",Phoebe,neutral,524,3,3,10,"00:07:34,745","00:07:36,872",ag,3
5173,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Joey,neutral,524,4,3,10,"00:07:37,039","00:07:41,960",oth,4
5174,Destiny.,Phoebe,neutral,524,5,3,10,"0:07:42,128","0:07:42,671",s,5
5175,Sure.,Joey,neutral,524,6,3,10,"0:07:42,671","0:07:43,047",ag,6
5176,Yes.,Phoebe,neutral,524,7,3,10,"0:07:43,047","0:07:43,689",ag,7
5177,All right.,Joey,neutral,524,8,3,10,"00:07:43,754","00:07:46,465",a,8
5178,Okay. Yikes! That one doesn't look very fulfilled.,Phoebe,surprise,524,9,3,10,"00:07:46,966","00:07:49,968",s,9
5179,"Oh, that's, that's ah, one of the old ones, he's just taking it to the back.",Joey,neutral,524,10,3,10,"00:07:50,136","00:07:53,388",s,10
5180,"You keep the old ones in the back, that is so ageist.",Phoebe,anger,524,11,3,10,"00:07:53,556","00:07:58,393",o,11
5243,I'm sorry.,Phoebe,sadness,530,0,3,25,"0:18:57,136","0:18:58,068",ap,0
5244,What are you doing here?!,Phoebe Sr,surprise,530,1,3,25,"0:18:58,068","0:18:59,697",q,1
5245,"I-I, came to fill your ice cube trays.",Phoebe,neutral,530,2,3,25,"00:19:00,180","00:19:03,850",ans,2
5246,What?!,Phoebe Sr,surprise,530,3,3,25,"00:19:05,102","00:19:06,561",q,3
5247,"Umm, okay, okay, look.",Phoebe,neutral,530,4,3,25,"00:19:09,565","00:19:12,358",oth,4
5248,I took this picture from your fridge.,Phoebe,anger,530,5,3,25,"0:19:12,526","0:19:14,548",s,5
5249,"Okay, because I know that this is my Father.",Phoebe,anger,530,6,3,25,"0:19:14,548","0:19:16,708",s,6
5250,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,anger,530,7,3,25,"00:19:16,822","00:19:20,241",s,7
5251,"Now, look I deserve to know where I came from.",Phoebe,anger,530,8,3,25,"00:19:20,784","00:19:23,202",s,8
5252,All right?,Phoebe,anger,530,9,3,25,"0:19:23,370","0:19:23,788",oth,9
5253,So if you can help me find my Father then you should!,Phoebe,anger,530,10,3,25,"0:19:23,788","0:19:26,641",s,10
5254,"Otherwise, you're just mean!",Phoebe,anger,530,11,3,25,"00:19:26,748","00:19:29,000",o,11
5267,What's happening to your accent?,A Student,surprise,531,0,6,4,"00:20:01,742","00:20:04,327",q,0
5268,Come again?,Ross,surprise,531,1,6,4,"0:20:07,164","0:20:07,976",c,1
5269,What's-what's this nonsense?,Ross,fear,531,2,6,4,"0:20:07,976","0:20:10,173",q,2
5270,"All right, I'm-I'm not English.",Ross,sadness,531,3,6,4,"00:20:14,213","00:20:16,964",s,3
5271,I'm from Long Island.,Ross,neutral,531,4,6,4,"00:20:18,592","00:20:20,927",s,4
5272,"I was really nervous and the accent just uh, just came out.",Ross,sadness,531,5,6,4,"00:20:21,428","00:20:25,806",s,5
5273,I'm sorry.,Ross,sadness,531,6,6,4,"00:20:25,974","00:20:28,184",ap,6
5274,"So, if we could just get back to the lecture.",Ross,neutral,531,7,6,4,"00:20:30,062","00:20:33,022",s,7
5275,"Umm, were there any questions?",Ross,neutral,531,8,6,4,"00:20:33,732","00:20:36,984",q,8
5276,About paleontology.,Ross,neutral,531,9,6,4,"00:20:39,696","00:20:41,322",q,9
5277,"All right, look I was just trying to make a good first impression.",Ross,anger,531,10,6,4,"00:20:43,867","00:20:47,703",s,10
5278,"Obviously, I screwed up.",Ross,sadness,531,11,6,4,"00:20:47,871","00:20:49,747",s,11
5283,"Where you going, Joe?",Chandler,neutral,532,0,9,12,"00:10:28,794","00:10:31,046",q,0
5284,For a walk.,Joey,neutral,532,1,9,12,"00:10:35,426","00:10:37,135",ans,1
5285,Oh. You mind if I join you?,Chandler,neutral,532,2,9,12,"00:10:37,303","00:10:39,304",q,2
5286,"Actually, that will be long. You know, I really need to organize my thoughts.",Joey,neutral,532,3,9,12,"00:10:39,555","00:10:44,851",ans,3
5287,Your thoughts? Plural?,Chandler,surprise,532,4,9,12,"00:10:46,103","00:10:48,355",q,4
5288,"Allright, fine, I only have one thought! It's about the hot nanny, I gotta see her!",Joey,joy,532,5,9,12,"00:10:55,780","00:10:57,906",ans,5
5289,"I'm afraid I can't let you do that, Joe.",Chandler,neutral,532,6,9,12,"0:10:58,908","0:11:01,010",s,6
5290,Now YOU'RE telling me I can't see her??,Joey,anger,532,7,9,12,"0:11:01,010","0:11:02,514",q,7
5291,You guys are killing me!,Joey,sadness,532,8,9,12,"0:11:02,620","0:11:04,122",s,8
5292,She's forbidden fruit!,Joey,sadness,532,9,9,12,"0:11:04,122","0:11:07,186",s,9
5293,"It's like ... like she's the princess and I'm the stable boy ... Why are you doing this, huh?",Joey,sadness,532,10,9,12,"00:11:07,291","00:11:17,092",q,10
5294,Did Ross tell you not to let me go over there?,Joey,neutral,532,11,9,12,"00:11:14,840","00:11:17,092",q,11
5317,"I mean why, of all people would you want to go out with Chip?!",Rachel,surprise,536,0,4,2,"00:07:20,064","00:07:22,858",q,0
5318,"Look, you and I went to different high schools...",Monica,neutral,536,1,4,2,"00:07:23,025","00:07:24,776",ans,1
5319,"Okay, that doesn't help me, because we went to the same high school.",Rachel,neutral,536,2,4,2,"00:07:24,944","00:07:27,946",o,2
5320,"You went to one where you were popular, and you got to ride off Chip's motorcycle, and wear his letterman jacket.",Monica,neutral,536,3,4,2,"00:07:28,114","00:07:34,494",s,3
5321,I went to one where I wore a band uniform they had to have specially made.,Monica,sadness,536,4,4,2,"0:07:34,662","0:07:38,834",s,4
5322,They had to have that specially made?!,Rachel,surprise,536,5,4,2,"0:07:38,834","0:07:38,972",o,5
5323,It was a project for one of the Home Ec classes.,Monica,neutral,536,6,4,2,"00:07:45,214","00:07:47,299",s,6
5324,"Oh my God, they told us that was for the mascot!",Rachel,surprise,536,7,4,2,"00:07:49,260","00:07:52,721",s,7
5325,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he's-he's called me up and asked me out.",Monica,surprise,536,8,4,2,"00:07:55,558","00:08:03,482",o,8
5326,And the fat girl inside of me really wants to go.,Monica,joy,536,9,4,2,"0:08:03,649","0:08:06,277",s,9
5327,I-I owe her this.,Monica,neutral,536,10,4,2,"0:08:06,277","0:08:07,795",s,10
5328,I never let her eat.,Monica,neutral,536,11,4,2,"00:08:07,904","00:08:09,654",s,11
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,541,0,6,15,"00:13:48,744","00:13:54,457",s,0
5365,Yeah! And maybe someday we could get a place with two bathrooms.,Carol,joy,541,1,6,15,"00:13:54,625","00:13:58,336",ag,1
5366,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross,neutral,541,2,6,15,"00:14:01,841","00:14:08,596",s,2
5367,What do you mean?,Carol,surprise,541,3,6,15,"0:14:08,848","0:14:09,516",q,3
5368,Carol our sex life isit's just not working,Ross,sadness,541,4,6,15,"0:14:09,516","0:14:12,172",ans,4
5369,Hey there little fella!,Ross,joy,541,5,6,15,"00:14:12,309","00:14:15,854",g,5
5370,"Hey, uh-hey, why don't we get some shoes on ya, huh?",Ross,neutral,541,6,6,15,"00:14:16,021","00:14:17,981",q,6
5371,"Hey, why don't you show dad how you can put your shoes on, in your room!",Ross,joy,541,7,6,15,"00:14:18,128","00:14:21,276",q,7
5372,Yay!,Ross,joy,541,8,6,15,"00:14:21,485","00:14:23,444",oth,8
5374,Yay!,Ben,joy,541,9,6,15,"0:14:21,485","0:14:22,237",oth,9
5375,Yay!,Ross,joy,541,10,6,15,"0:14:22,237","0:14:23,491",oth,10
5376,"Seriously, our sex life I was thinking, maybe I don't know, we could try some-some new things.",Ross,neutral,541,11,6,15,"00:14:25,698","00:14:34,205",s,11
5427,What d'you think?,Monica,neutral,546,0,1,21,"00:05:11,436","00:05:13,013",q,0
5428,Lot of things.,Joey,neutral,546,1,1,21,"00:05:13,271","00:05:15,272",ans,1
5429,Which one do you think she is?,Rachel,neutral,546,2,1,21,"00:05:16,232","00:05:18,108",q,2
