Dialogue_ID,Utterance_ID,Utterance,Emotion
4087,8,I believe most of them think it as good public relations. They can promote their product and make their company better-known.,joy
4087,9,"Oh, ISEE. So factory tours are good for companies as well as visitors.",joy
4087,10,Exactly.,joy
4087,11,Do we need an appointment beforehand?,joy
4087,12,I'll call the tourist information centre to check.,joy
4128,0,Are you enjoying your trip to New Orleans?,joy
4128,1,"Oh, yes. I really like it here.",joy
4128,2,Would you like to do something tonight?,joy
4128,3,Sure. I'd love to.,joy
4128,4,Let's see. Have you been to a jazz club yet?,joy
4128,5,Yes. I've already been to several clubs here.,joy
4128,6,OK. What about an evening riverboat tour?,joy
4128,7,"Uh, actually, I've gone twice this week.",joy
4128,8,"So, what do you want to do?",joy
4128,9,"Well, I haven't been to the theater in a long time.",joy
4128,10,"Oh, OK. I hear there's a terrific show at the Sanger Theater.",joy
4128,11,Great! Let's make a reservation.,joy
4130,0,I want to try something different today.,joy
4130,1,What do you mean?,joy
4130,2,I want a different hair style.,joy
4130,3,What style do you want?,joy
4130,4,Can you make my hair short?,joy
4130,5,Exactly how short do you want it?,joy
4130,6,Make it a few inches long.,joy
4130,7,Are you sure you want me to cut it that short?,joy
4130,8,I've been thinking about this for a while now.,joy
4130,9,Okay. I'll do it if you're positive that this is what you want.,joy
4130,10,I honestly want my hair that short.,joy
4130,11,"All right, then let's begin.",joy
4134,0,What are you doing?,neutral
4134,1,Look at me. I look so old! I look as if I were thirty.,disgust
4134,2,Come on! Stop being so vain. You look great! You are beautiful!,neutral
4134,3,"Yes, I am, but I think it ’ s time for some plastic surgery I ’ m tired of these wrinkles and sagging skin. See?",neutral
4134,4,"I don ’ t see any wrinkles or sagging skin! You are stop beings ridiculous. Besides, I think that people who get Boto, have facelifts, or tummy tucks look weird.It doesn ’ t look natural.",neutral
4134,5,"Whatever, I think I ’ m gonna get liposuction and a nose job and some breast implants as well.",neutral
4134,6,I think you need to get brain surgery. I honestly don ’ t think you need cosmetic surgery.You look amazing.,neutral
4134,7,I thought you were my friend and would support me on this! I just want to feel better about myself and feel more attractive.,neutral
4134,8,"You don ’ t need plastic surgery to do that. You are fine the way you are and you have guys drooling all over you! Plus, plastic surgery hurts!",neutral
4134,9,Really?,joy
4134,10,Yeah! When I got my nose job I was black and blue for a week!,joy
4162,0,"Graham, why are you always on the phone with Jane?",neutral
4162,1,Because we are partners in our science lab. Why are you so jealous?,neutral
4162,2,The other night when you came home there was lipstick on your right cheek. How do you explain that?,neutral
4162,3,My aunt Mary just flew in from Cleveland and she laid one right on my right cheek.,neutral
4162,4,Are you sure?,neutral
4162,5,"Of course I am. I only love you, Amy.",neutral
4162,6,"Okay, I'm sorry. I believe you.",neutral
4162,7,Why do you always accuse me like that?,neutral
4162,8,Because you are the most handsome boy at the university and I love you so much! I guess I just go crazy sometimes. That's all.,joy
4162,9,"Oh, Amy. I am the luckiest guy in the world.",joy
4162,10,Why?,neutral
4162,11,Because I am loved by the most beautiful girl in the world!,joy
4162,12,Oh. Graham. I love you so much and I really believe in our love.,joy
4177,0,"Hi Mary, how's it going?",neutral
4177,1,"well, last night I had a big argument with Ann.",sadness
4177,2,terrible. It must be something serious. You two are such close friends.,neutral
4177,3,"now that I look back at it, it wawsn't that big a deal. I shouldn't have lost my temper.",sadness
4177,4,really? What happened?,neutral
4177,5,"it's just we've been planning to go the beach for a while, and we decided we could both make it this weekend. Then out of nowhere she called me up, said her boyfriend had made plans and that she nee",neutral
4177,6,that's pretty harsh.,neutral
4177,7,"I know, but I was so upset. I mean, come on! Does she have to do everything her boyfriend says?",sadness
4177,8,you know she probably feels just as bad.,neutral
4177,9,"well, I think I was being a little selfish myself. I know they don't get to see each other very often.",sadness
4177,10,"well, in that case I guess maybe you can be more understanding. You shouldn't let a trivial thing like this stand in the way of your friendship. After all you can go to the beach anytime you want.",neutral
4177,11,"yeah, I'll call her later to patch things up.",joy
4182,0,"Nice weather, honey!",joy
4182,1,The days are getting longer!,joy
4182,2,May and Daniel often like this kind of weather.,joy
4182,3,"Yeah, they can enjoy themselves in the day time and it is not so hot.",joy
4182,4,"Honey, how about taking them to the beach this weekend?",joy
4182,5,That's great!,joy
4182,6,"Since last time we've climbed the mountain, we haven't gone out for a long time.",joy
4182,7,And this kind of weather is rare for the season either.,joy
4182,8,"Yes, I remember last year this time, the weather is so hot.",joy
4182,9,So we must seize this chance to go the beach.,joy
4182,10,Daniel loves the beach very much!,joy
4182,11,He will enjoy himself this weekend.,joy
4184,0,What are you doing tonight?,neutral
4184,1,I have to run to the grocery store.,neutral
4184,2,Don't you hate fighting the crowds on the weekends?,neutral
4184,3,"Yes, but I am out of food and milk.",neutral
4184,4,What store do you shop at?,neutral
4184,5,"The small one, just down the street. I like their generic brand.",neutral
4184,6,I have been using the store across town for years.,neutral
4184,7,I hear they have very nice stuff.,neutral
4184,8,"They do, but they're a little expensive on certain items.",neutral
4184,9,"Well, you should try my store. The prices are good.",joy
4184,10,I will sometime. Thanks for the advice.,joy
4201,0,Hey Joanne. What are you up to?,neutral
4201,1,I'm just watching some television.,neutral
4201,2,I'm so bored. I don't know what I'm going to do today and it is only ten in the morning.,neutral
4201,3,Me too. Do you think we are boring people?,neutral
4201,4,I don't think we are boring. It's just that we don't have any hobbies.,neutral
4201,5,That's right. What do you think we should do as a hobby?,neutral
4201,6,"That all depends on what you like to do. For example, I like to doodle on the notepad, so I'm thinking about doing some real drawings.",joy
4201,7,I like to play the piano for fun.,joy
4201,8,Yeah. That can be a good hobby.,joy
4201,9,Hobbies are great. I'm going to make a list of all the things I like to do.,joy
4201,10,That's a great idea. I'm going to do the same.,joy
4206,0,Can you tell me where I can park?,neutral
4206,1,Are you driving a motorcycle or an automobile?,neutral
4206,2,I drive an automobile.,neutral
4206,3,Fine. You can either park in the student lot or on the street. Do you know what a handicapped space is?,neutral
4206,4,"Yes, I have seen those spots.",neutral
4206,5,"Well, when you see the blue spots with the handicapped logo, do not park there unless you have a special permit. Are you going to be parking in the daytime or the evening?",neutral
4206,6,I park in the evenings.,neutral
4206,7,Then you also need to be aware of the time limits on the street signs. Have you seen those signs?,neutral
4206,8,"Yes, I have seen those signs.",neutral
4206,9,The signs always tell you how long you can park there and on what days. Do you know how to read the curb colors?,neutral
4206,10,"Yes, I know what the curb colors mean.",neutral
4206,11,"Well, just as long as you realize that red means no parking and white means loading and unloading, I think you know what you need to know.",neutral
4214,0,Car trouble center. How may I help you?,neutral
4214,1,My car won ’ t start! Stupid old car!,anger
4214,2,"Hold on, before you kick your car let ’ s go through some possible problems.",neutral
4214,3,Fine.,neutral
4214,4,"OK, first of all, can you turn the key in the ignition?",neutral
4214,5,Yeah! I am here with my friend and he thinks it may be the spark plug or the starter motor.,neutral
4214,6,"Those are possible problems, but tell me, when you turn the key, do you hear the starter motor crank?",neutral
4214,7,"Yeah, it sounds like it usually does when I start the car, but nothing else happens. The engine won ’ t start. Should I maybe press the accelerator?",neutral
4214,8,No. If you step on the accelerator pedal you can flood the carburetor and your car will never start.,neutral
4214,9,So what do you think it is?,neutral
4214,10,"I know this may seem like a silly question, but does your car have gasoline?",neutral
4214,11,Umm. yeah! Right! I got the car started! Thanks for your help! I told you to fill the tank!,joy
4229,0,"hi, I'm Lucas, I just moved in next door.",neutral
4229,1,"oh, hi Lucas, come on in. I'm Barbara. Nice to meet you.",neutral
4229,2,nice to meet you too.,neutral
4229,3,would you like something to drink? I've got tea and some grape juice.,neutral
4229,4,thanks. Some tea would be nice. Chinese tea is great. I really like your tea set. Where did you get it?,neutral
4229,5,"oh, there is a supermarket not far from here. But there is also a tea house around the corner, where you can get tea and a tea set as well.",neutral
4229,6,"oh yeah, I saw the tea house the other day. I think I might go and have a look sometime. It's a nice neighborhood here.",neutral
4229,7,"you are right about that. It's quiet and very convenient. You can get to the bus and the subway stations within ten minutes'walk. There's a grocery store, a book store, a gym, and many restaurants",neutral
4229,8,there's a gym nearby? That's exciting! I really want to start to go to gym as soon as possible. I've been lazy this summer holiday and have put on some weight.,joy
4229,9,"well, if you want we can go together sometime. Actually I was thinking of going this afternoon, if you like, you can join me and I can show you the neighborhood along the way.",neutral
4229,10,that would be wonderful. Thanks!,joy
4248,0,Have you seen that house?,joy
4248,1,"Yes, it looks interesting.",joy
4248,2,You're right. I love it very much.,joy
4248,3,It must be old.,neutral
4248,4,At least more than 100 years old.,neutral
4248,5,Let's enter it!,neutral
4248,6,I can't open the door.,neutral
4248,7,It must be locked.,neutral
4248,8,Let me ask the old woman in that reception office.,neutral
4248,9,She can't answer you.,neutral
4248,10,She must be deaf.,neutral
4248,11,It must be a haunted house. Are you frightened?,neutral
4248,12,Frightened? You must be joking.,surprise
4259,0,Did you ever take History 231?,neutral
4259,1,Yeah. Last semester.,neutral
4259,2,Who was the professor?,neutral
4259,3,It was Professor Johnson.,neutral
4259,4,I have him this semester. What do you think about him?,neutral
4259,5,"He's a terrible instructor and demands a lot, but fortunately, he's an easy grader.",neutral
4259,6,What did you end up getting?,neutral
4259,7,"I got an A -. Sounds good, but none of my test scores were that high, so I don't know how I got a decent grade.",neutral
4259,8,That's probably because he grades on a curve.,neutral
4259,9,Are you enjoying the class so far?,neutral
4259,10,"I hate it and I was about to withdrawal. But after hearing your experience, I think I will tough it out.",neutral
4259,11,Yes. Definitely stay in the class. You will get a better grade than your test scores. He does that deliberately to make all the students study a lot.,neutral
4259,12,Thanks for letting me know. I feel relieved now.,joy
4262,0,"It's weekend again, I'm glad I can arrange for my personal matters.",joy
4262,1,What do you mean by that?,neutral
4262,2,"Oh, that means I can do whatever I like without few interruptions.",joy
4262,3,You've been always active and versatile. It seems that you are interested in everything.,neutral
4262,4,"Oh, really? I just have lots of hobbies in my spare time ; such as going to the concert, painting, handwriting, reading novels and reading fashion magazines. What about yours?",neutral
4262,5,I have fewer hobbies than yours. That's why I find campus life a bit dull and uninteresting.,neutral
4262,6,"Oh, you can't think like that. We young people should try our best to learn new things and accept new ideas. You like taking photos and going to photography shows, why not practise the technique and catch something unforgeable?",joy
4262,7,That's a good suggestion. It's fine today. Maybe I can take photos on the scenery of the lake at sunset. It must be fantastic.,joy
4262,8,"I quite agree with you. With our hobbies, our life can be more colorful and exciting.",joy
4262,9,And I can concentrate on my study after the relaxation over the weekend.,joy
4262,10,"Yes, it's a good habit to have a life-long hobby. Those who practise calligraphy and Qigong always live longer.",joy
4263,0,"Hey, Jane... are you familiar with our company's insurance policies?",neutral
4263,1,Umm... I think so. What's up?,neutral
4263,2,I've never really paid attention to the fine print of our insurance policies... but it looks like I'm going to need to make a claim.,neutral
4263,3,Really? Are you OK?,surprise
4263,4,I have a slipped disc in my lower back and the doctor says surgery is probably the best option. Does our worker insurance cover this kind of thing?,neutral
4263,5,If the injury is workplace related I'm sure it's completely covered.,neutral
4263,6,"Hummum... I think I'll have to talk to the doctor again about that.Anyway... now that I'm going to have to make some claims, I think I'd better try and understand how the system works. Would you mind breaking it down for me?",neutral
4263,7,"Sure. Basically we have two insurance policies for employees... workman's compensation and medical insurance. The company pays the premiums for workman's compensation, and for a significant part of the medical coverage, but you pay part of that premium, too.",neutral
4263,8,"That's the charge for insurance I see on my pay slip each month, right?",neutral
4263,9,"Yep. Every country in the world has a different system, but here we buy insurance from a private provider.",neutral
4263,10,"So workman's compensation is if I slip and break my arm while working in the office or on the job, right?",neutral
4263,11,That's right. The company pays for all your medical bills and there is also some financial compensation if you have to take days off to see doctors or spend time recuperating.,neutral
4265,0,How are you?,neutral
4265,1,I ’ m great. Thanks.,neutral
4265,2,Did you need something?,neutral
4265,3,I need your help.,neutral
4265,4,How may I help you?,neutral
4265,5,I need to find this newspaper article.,neutral
4265,6,Have you checked the periodicals section yet?,neutral
4265,7,I forgot about that section.,neutral
4265,8,"If you ’ d like, I can show you were to find it.",neutral
4265,9,Could you do that?,neutral
4265,10,Follow me.,neutral
4265,11,Thank you for all your help.,joy
4309,0,"Hey, buddy. Are the fish biting today?",neutral
4309,1,They sure are. They are practically jumping in the boat.,neutral
4309,2,"Is that so? Well, what kind of bait are you using?",neutral
4309,3,We're catching most of our fish with lures.,neutral
4309,4,Lures? We're using live bait over here.,neutral
4309,5,What kind of live bait are you using? Worms or minnows?,neutral
4309,6,We're using worms.,neutral
4309,7,Are you having any luck with the worms?,neutral
4309,8,"No, we haven't even gotten a nibble today.",neutral
4309,9,That's too bad. Why don't you try using lures instead?,neutral
4309,10,"I would, but I don't have any in my tackle box.",neutral
4309,11,"That's too bad. Well, where are you fishing?",neutral
4309,12,I'm just fishing from the shore. How about you?,neutral
4309,13,We went out in our boat. I have a favorite fishing hole out there.,neutral
4309,14,Sweet.Can you tell me where it is?,neutral
4309,15,"Oh no, I can't tell you. It's a secret. Say, why don't you go over by the lily pads and try fishing there?",neutral
4309,16,Do you think that's a good spot?,neutral
4309,17,"Sure, I used to catch my legal limit of bass there all the time.",joy
4309,18,Thanks. I think I'll go check that out now.,joy
4309,19,Good luck. I hope you each some fish.,joy
4323,0,Can you help me do an internet search?,neutral
4323,1,Sure. What do you want to find?,neutral
4323,2,I want to find information on World War Two.,neutral
4323,3,"Well, can you be more specific? There are a lot of websites about that.",neutral
4323,4,"Yes, I want to know about the Normandy Landing.",neutral
4323,5,"Ok. Well, go to www.google.com, and type in Normandy Landing.",neutral
4323,6,"Oh, wow! There are lot of sites.",neutral
4323,7,"Here, try this one. It's a good site about Normandy Landing.",neutral
4323,8,Thanks.,joy
4323,9,"For detailed information, however, you should read a history book.",neutral
4323,10,"Thanks. If I am interested, I'll go to the library.",joy
4381,0,"I don't know what I'm going to do. I need to find a job. If I don't, I won't be able to stay here next semester.",sadness
4381,1,Have you tried university part-time jobs?,neutral
4381,2,What do you mean?,neutral
4381,3,"I mean in the library, or in some information center.Often the university hires foreign students for part-time positions.",neutral
4381,4,"Yes, I know. I tried that.They don't have anything now. So what can I do?",neutral
4381,5,"Well, since you're a foreign student, it's hard.That's because it's actually illegal for you to work in America.",neutral
4381,6,I know that. You don't have to tell me that. That's my problem. I know I have the right to work for the university. That's legal.But they don't have a job for me. And it's illegal for me to get a job elsewhere.,sadness
4381,7,"Anyway, there must be some solution.You know there are many people working illegally in New York.",neutral
4381,8,But I need a pretty decent job. I need to make enough to pay my rent at least.,neutral
4381,9,I have an idea.,neutral
4381,10,What?,neutral
4381,11,"Since you're Chinese, maybe you can find part-time work in Chinatown.",neutral
4381,12,I already had that idea.,sadness
4381,13,"Well, why don't you go and look down there?",neutral
4381,14,But I don't know what I would do.,neutral
4381,15,"It may be part-time work as a waitress or something.It would be illegal, but sometimes waitresses make a good salary.",neutral
4381,16,Maybe. I don't know.,neutral
4381,17,I will ask my friends for you.Maybe someone knows a company that needs part-time people.That's another thing you should do. Ask all your friends to ask around for you.You might find something.,neutral
4381,18,I have to find something.Otherwise I have to go back to Taiwan. I'll be broke in two months.,sadness
4389,0,"When you are in a restaurant you want the waiter to bring the bill, what do you do to attract his attention?",neutral
4389,1,I just make eye contact with him and nod my head. Then I tell him when he comes over to the table. Why do you ask?,neutral
4389,2,I went out with my girlfriend to a nice restaurant last night and I noticed that many people shouted for the bill.,neutral
4389,3,That seems a little impolite in such a restaurant.,neutral
4389,4,"That ’ s what I thought. I just thought I ’ d ask you and see what you thought of it. Anyway, what did you do yesterday evening?",neutral
4389,5,"Well, it was a warm evening, so I stretched my legs. I walked along the canal for a couple of miles. Actually, several other people had the same idea. I saw Bill.",neutral
4389,6,Did you? How is he these days?,neutral
4389,7,He seemed ok. We didn ’ t stop and chat because we were on opposite banks of the canal. We just waved at each other.,neutral
4389,8,I need to move some furniture. Could you help me to lift it?,neutral
4389,9,Of course. What do you want to move first?,joy
4389,10,Let ’ s move the sofa. Can you get a grip on the bottom at that end? I ’ ll lift this end. I want to move it sideways in that direction.,joy
4428,0,"Don't talk too much, Tom. We are on duty today, we should hurry up.",neutral
4428,1,OK.,neutral
4428,2,"Tom, your task is to clean the blackboard.",neutral
4428,3,How about yourself?,neutral
4428,4,I'm going to sweep the floor first.,neutral
4428,5,"Daniel, I am not tall enough to reach the of the blackboard.",neutral
4428,6,"Stand on the chair, Pig Tom. Use your brain.",neutral
4428,7,"OK, I've finished cleaning the blackboard.",neutral
4428,8,How about the podium?,neutral
4428,9,"Oh, I forgot about it. I'll get it.",neutral
4428,10,"Be quick, please. Our teacher and classmates will come soon.",neutral
4428,11,I will be done before they come.,neutral
4430,0,"Jim, I heard you took a trip to San Diego. Is that right?",joy
4430,1,"Yeah, I just got back this morning.",joy
4430,2,That sounds really nice. What did you do there?,joy
4430,3,"Well, we were only there for three days, so we didn't do too much. We went shopping and went out to dinner a few times. And at night we walked around the city with some friends.",joy
4430,4,Did you take any pictures?,joy
4430,5,"Yes, I have them with me. Do you want to look at them?",joy
4430,6,"Sure, I love looking at photos.",joy
4430,7,"This one is of my wife and me on the beach, and this one is our daughter Emily standing next to my wife.",joy
4430,8,Your daughter looks like her mother.,joy
4430,9,"I know, they look very similar.",joy
4430,10,Where was this picture taken?,joy
4430,11,That was taken at the train station before we left.,joy
4430,12,Did you have time to go to the zoo?,joy
4430,13,"No, not this time. We went there last time.",joy
4430,14,It looks like you all had a nice time.,joy
4430,15,"Yeah, it was a lot of fun.",joy
4433,0,"Excuse me, Sir, May I have the time, please?",neutral
4433,1,Beg your pardon?,neutral
4433,2,Er... I'd like to know what time it is now.,neutral
4433,3,"Oh, Let me see... It's three forty-five. Er... wait, My watch is five minutes fast. So it should be three forty",neutral
4433,4,"Thank you. By the way, what day is today?",neutral
4433,5,Today is Friday. Are you new in Beijing?,neutral
4433,6,"Yes, I've just come from the States, yesterday in fact. I'm still a bit confused about the time.",neutral
4433,7,"Welcome to Beijing. This is my business card. I'm an engineer. If you need any help in Beijing, just give me a call.",neutral
4433,8,"Oh, that's very nice of you. I don't want to sound pushy, but I still l have one more question.",joy
4433,9,Go ahead.,neutral
4433,10,What's the date today?,neutral
4433,11,"It's October the 1st, our National Day. I'd like to talk some more, but I've got to get going now. It was nice talking to you, though.",neutral
4433,12,"Yeah, it was nice to meet you. Hope I run into you again sometime.",joy
4470,0,"Lucy, you ’ re back. How was your first day of school?",neutral
4470,1,It was great. I had a really good time.,joy
4470,2,What classes did you have?,neutral
4470,3,"Well, I had English from 9 o'clock to 11 o'clock, art from 12 o'clock to 2 o'clock, and math from 2 o'clock to 4 o'clock.",neutral
4470,4,What do you think about the teachers?,neutral
4470,5,"To be honest, I liked all of them, except for the math teacher. Though he must be quite young, he seem like an old person. He ’ s so boring!",neutral
4470,6,That ’ s too bad. How was your English teacher?,neutral
4470,7,"She was great. In today ’ s class, she gave us a lecture on how to be a good student. She told us not to arm for exams, and to pay more attention on communicating than memorizing.",neutral
4470,8,Where is she from?,neutral
4470,9,She said that she ’ s from a small town in the middle of America.,neutral
4470,10,Were you able to understand everything that she said?,neutral
4470,11,"Not everything, but nearly. She speaks very clearly and doesn ’ t use very complex words so that it is easy for us to understand her.",neutral
4470,12,She sounds like a good teacher. Do you think you ’ ll pass her class?,neutral
4470,13,Yes... with flying colors!,joy
4470,14,What does that mean?,neutral
4470,15,"It ’ s a new phrase that she taught us today. It means that I will not only pass the class, but I will do extremely well!",joy
4470,16,"If you like the class this much already, I ’ m sure you will.",neutral
4470,17,I hope so.,neutral
4470,18,did she give you any homework?,neutral
4470,19,"not today. She said she wanted us to relax tonight instead of doing homework,",joy
4470,20,no wonder you like the class so much.,joy
4474,0,The police need our help finding a robber.,neutral
4474,1,How do you know?,neutral
4474,2,The TV news is reporting a bank robbery.,neutral
4474,3,Do they know what the robber looks like?,neutral
4474,4,"Yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old.",neutral
4474,5,What race is he?,neutral
4474,6,They didn't say.,neutral
4474,7,The TV news doesn't tell us the race anymore.,neutral
4474,8,Of course not. That would be racist.,neutral
4474,9,But how can we identify someone if we don't know their race?,neutral
4474,10,Don't ask me.,neutral
4474,11,"Then they also shouldn't tell us if the robber is male or female, because that is sexist.",neutral
4480,0,Why didn't you tell me you had a girlfriend?,anger
4480,1,"Sorry, I thought you knew.",neutral
4480,2,But you should have told me you were in love with her.,anger
4480,3,Didn't I?,neutral
4480,4,You know you didn't.,anger
4480,5,"Well, I'm telling you now.",neutral
4480,6,"Yes, but you might have told me before.",anger
4480,7,I didn't think you'd be interested.,neutral
4480,8,You can't be serious. How dare you not tell me you were going to marry her?,anger
4480,9,"Sorry, I didn't think it mattered.",neutral
4480,10,"Oh, you men! You're all the same.",anger
4495,0,"I don ’ t understand why you always look so happy, so energetic. It seems like you ’ Ve got good news everyday.",neutral
4495,1,Really? Do I look happy all the time?,surprise
4495,2,All I know is you look quite differently from other teachers.,neutral
4495,3,"Oh, do you know why? Actually, it ’ s easy. Because I always exercise. My exercise, I think, is very hard. I often feel very good after conquering these difficulties. I feel alive!",neutral
4495,4,"Oh, I know. I saw you doing pull-ups one time on the campus and some students trying to imitate you.",neutral
4495,5,"Yeah, they are doing it for fun. Seldom would people like my exercise. It ’ s difficult and boring.",neutral
4495,6,It ’ s true. Many students do the exercise when they have to. We have P. E. once a week.,neutral
4495,7,But I think Chinese students need to exercise more. Besides exercise will help them learn new things better. Don ’ t students want to have a good memory?,neutral
4495,8,Of course. I didn ’ t know that. I only know exercise makes bodies stronger. I should take some exercise then. Do you have any suggestions?,neutral
4495,9,"Well, do what you like to do. It can be anything. Jogging, doing aerobics, going bicycling, and playing ping-pong. Absolutely anything. Doing three or more workouts a week is good for you. But remember to do some stretches first.",neutral
4495,10,"Oh, I know. Thank you.",joy
4499,0,Do you have a boyfriend?,neutral
4499,1,Yes. Why?,neutral
4499,2,"Well, I came to know a girl 3 weeks ago and we have so much in common.",neutral
4499,3,So?,neutral
4499,4,So I think I may fall in love with her.,joy
4499,5,"You are attracted to her. That sounds great, but how do you know that it is a crush or it's real love?",neutral
4499,6,Then what's the difference between having a crush and falling in love?,neutral
4499,7,"That's a big question. Well, if you are in love, maybe you ’ ll take every opportunity to talk to her or telephone her for no reason at all.",neutral
4499,8,That's what I did.,neutral
4499,9,And you think about her all the time?,neutral
4499,10,Yes.,neutral
4499,11,"And maybe you suddenly have new interests. I mean you suddenly begin to do things you used to avoid, ie.You used to sleep in every morning, but because she jogs every morning, then you begin to like jogging.",neutral
4499,12,"That's it. She likes dogs so much now, and I begin to love dogs.",joy
4499,13,"Oh, congratulations! Sounds like you ’ Ve found your soul mate.",joy
4499,14,"Thanks. But I know falling in love is one thing, while staying in love is another.",neutral
4499,15,"Yeah, that's right. If you find this person is more and more important to you and you can totally trust her, then you can stay in love.",joy
4499,16,Yeah. Falling in love is so good!,joy
4499,17,While staying in love is even better.,joy
4520,0,What's your favourite steps?,neutral
4520,1,It's hard to say. But I do love waltz very much.,neutral
4520,2,How about rumba?,neutral
4520,3,"To tell the truth, I don't like it.",neutral
4520,4,"Really? You must like tango, right?",surprise
4520,5,"Oh, it's really beautiful, but I just can't dance it well.",joy
4520,6,Don't be so modest. I'm sure you can dance it very well. Let's dance it now.,joy
4520,7,OK. I'll have a try.,joy
4520,8,"Oh, you dance it so well.",joy
4520,9,Thank you for your compliment.,joy
4520,10,I think I'm your lucky fellow.,joy
4524,0,I'll always remember my college days.,joy
4524,1,oh yeah?,neutral
4524,2,"It was one of the best times in my life. It was tough, but I made it. I became a college graduate.",joy
4524,3,how did you feel when you graduated?,neutral
4524,4,"it was a round day for me. My family attend the graduation ceremony. I was so nervous. I couldn't find my cap and gown, but all worked out in the end.",joy
4524,5,what did you do after graduation?,neutral
4524,6,"I was planning to attend gradate school, but then I was offered a good job doing marketing, so I changed my mind.",neutral
4524,7,sounds like you're happy with your decision.,neutral
4524,8,I sure am. So what about you? How did you feel when you graduated?,neutral
4524,9,"it was also a proud day for me, but I also felt like a kind of loss that day.",sadness
4524,10,how could it be?,surprise
4524,11,"while seeing others going to work or continue their study, I didn't know what I would do.",neutral
4524,12,you didn't have an offer?,neutral
4524,13,"I had one, but I didn't like the job very much. I wanted to attend graduate school, but I was afraid it would be too tough.",sadness
4524,14,"I think you lack in the power of decision. Once you make your decision, don't be overtaken by misgivings and fear. Just go full steam ahead!",neutral
4546,0,Do you use an anti-virus program to protect your computer?,neutral
4546,1,"Yes, I do. I also use an anti-spyware program and a firewall. There are so many nasties on the internet and so many people who are trying to use the internet to hurt other users. You have to be very careful and keep you computer clean.",neutral
4546,2,How often do you run your anti-virus program?,neutral
4546,3,I usually run it every few days. It finds a virus about half the time.,neutral
4546,4,Which anti-virus program would you recommend?,neutral
4546,5,How you tried this one? It ’ s very good and you can download it for free on the internet. You can also download updates for free.,neutral
4546,6,That sounds very good. Which website should I visit to download it?,neutral
4546,7,Just a minute... go to this one. I ’ ll send you an email with the line in it. It only takes a few minutes to download. Then you have to go through the set up procedures. But they are not complicated.,neutral
4546,8,What do you use your computer for?,neutral
4546,9,"I use it for several things-surfing the net, word processing and creating presentations. I don ’ t play many games on my computer, but I do a lot of work with photographs. Using c computer program, you can edit and resize photographs. You can also make them brighter or darker and cut pieces from different photographs to create new ones.",neutral
4546,10,"Computers are great, aren ’ t they? I should download some program and learn how to use them.",neutral
4553,0,How should we commemorate the centenary of the founding of the university? We have been given quite a large budget to pay for some events.,neutral
4553,1,We should certainly hold a big party for the professors and students. We could have a firework display.,neutral
4553,2,Do you think that we should invite alumni and former professors?,neutral
4553,3,"If we do, too many people might attend. Perhaps we should invited all of them, but make a small charge to attend.",neutral
4553,4,"Good idea. We should also hold a series of presentations. We could have presentations on the history of the university, the courses we offer, and our links with other universities.",joy
4553,5,Good idea! I think we could also have presentations by former students on how their experience here helped them in their lives.,joy
4553,6,We could have another on the successes of graduates from here.,joy
4553,7,"I think that we could also produce some merchandise for the centenary-you know, T-shirts, mugs, plates, pens, and things like that.",joy
4553,8,"That ’ s an excellent idea. Hopefully, we would be able to make a profit! A few professors and students are writing a book on the history of the university.",joy
4553,9,I ’ m looking forward to reading that. We could have book signings by famous professors an alumni.,joy
4553,10,A group of students from the art and music faculty are producing a short film.,joy
4553,11,"I ’ m sure that will be very popular.. OK, let ’ s think about how we can put these ideas into practice.",joy
4558,0,"Hoo, I'm getting tired, Jeanine, been a long day.",joy
4558,1,"I'm not quitting yet. You know my favourite slogan, don't you?",joy
4558,2,"Yeah, I know. Shop till you drop.",joy
4558,3,Right!,joy
4558,4,I'm getting a little short on cash. Let's just window shop a little.,joy
4558,5,Ok.,joy
4558,6,"Hey, Jeanine, get a load of that. It's beautiful.",joy
4558,7,"Ahahah, and I thought you were tired.",joy
4558,8,You know.. I have a weakness for long dresses.,joy
4558,9,"It sure looks special, looks expensive too.",joy
4558,10,"Sure does. Hey, can I sponge a little cash of you?",joy
4558,11,"Don't worry, Mary, I've got you covered.",joy
4558,12,"Thanks, Jeanine, you are a real pal. Let's go in.",joy
4564,0,"Hello, is this People's Theater?",neutral
4564,1,"Yes, it is. May I help you?",neutral
4564,2,"Yes, are advance tickets for'Nut croakers'still available?",neutral
4564,3,"What date, sir?",neutral
4564,4,October 16th.,neutral
4564,5,"Let me see. Yes, we still have some tickets left. Which performance?",neutral
4564,6,"7:30 p. m. performance, please.",neutral
4564,7,"OK, we have tickets at 100 yuan and 50 yuan.",neutral
4564,8,"I'd like to reserve two seats at 100 yuan, please.",neutral
4564,9,"All right. May I have you name, please?",neutral
4564,10,Du Kun.,neutral
4564,11,When would you like to collect the tickets?,neutral
4564,12,Tomorrow.,neutral
4564,13,We can hold them until one day before the show.,joy
4564,14,"How do we cancel, just in case?",neutral
4564,15,"Just telephone us, and let us know in advance. We don't charge for cancellation.",neutral
4564,16,"All right, thank you very much. Good bye.",joy
4564,17,You are welcome. Goodbye.,joy
4576,0,How are you doing?,neutral
4576,1,I'm doing great.,neutral
4576,2,What movies have you seen lately?,neutral
